FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS
2020-08-02,PETERBOROUGH COUNTY-CITY,2255.0,2,93,2
2020-08-02,PORCUPINE,2256.0,1,62,8
2020-08-02,RENFREW COUNTY AND DISTRICT,2257.0,1,30,1
2020-08-02,SIMCOE MUSKOKA DISTRICT,2260.0,15,616,34
2020-08-02,SUDBURY AND DISTRICT,2261.0,21,66,2
2020-08-02,THUNDER BAY DISTRICT,2262.0,5,92,1
2020-08-02,TIMISKAMING,2263.0,1,18,0
2020-08-02,TORONTO,3895.0,200,12811,1133
2020-08-02,WATERLOO REGION,2265.0,23,1233,119
2020-08-02,WELLINGTON-DUFFERIN-GUELPH,2266.0,12,483,36
2020-08-02,WINDSOR-ESSEX COUNTY,2268.0,289,1962,72
2020-08-02,YORK REGION,2270.0,63,2962,252
2020-08-03,ALGOMA DISTRICT,2226.0,0,27,0
2020-08-03,BRANT COUNTY,2227.0,8,145,5
2020-08-03,CHATHAM-KENT,2240.0,56,212,1
2020-08-03,CITY OF HAMILTON,2237.0,18,829,45
2020-08-03,CITY OF OTTAWA,2251.0,212,2083,264
2020-08-03,DURHAM REGION,2230.0,25,1610,181
2020-08-03,EASTERN ONTARIO,2258.0,7,162,12
2020-08-03,GREY BRUCE,2233.0,5,107,0
2020-08-03,HALDIMAND-NORFOLK,2234.0,13,400,37
2020-08-03,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,3,191,20
2020-08-03,HALTON REGION,2236.0,13,789,25
2020-08-03,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,1,39,5
2020-08-03,HURON PERTH,5183.0,6,62,5
2020-08-03,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,3,106,0
2020-08-03,LAMBTON COUNTY,2242.0,21,268,25
2020-08-03,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-08-03,MIDDLESEX-LONDON,2244.0,22,598,57
2020-08-03,NIAGARA REGION,2246.0,41,758,64
2020-08-03,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-08-03,NORTHWESTERN,2249.0,1,43,0
2020-08-03,OXFORD ELGIN-ST.THOMAS,4913.0,69,92,5
2020-08-03,PEEL REGION,2253.0,153,6136,314
2020-08-03,PETERBOROUGH COUNTY-CITY,2255.0,3,93,2
2020-08-03,PORCUPINE,2256.0,1,62,8
2020-08-03,RENFREW COUNTY AND DISTRICT,2257.0,1,30,1
2020-08-03,SIMCOE MUSKOKA DISTRICT,2260.0,16,617,34
2020-08-03,SUDBURY AND DISTRICT,2261.0,21,66,2
2020-08-03,THUNDER BAY DISTRICT,2262.0,5,92,1
2020-08-03,TIMISKAMING,2263.0,1,18,0
2020-08-03,TORONTO,3895.0,185,12836,1133
2020-08-03,WATERLOO REGION,2265.0,22,1236,119
2020-08-03,WELLINGTON-DUFFERIN-GUELPH,2266.0,9,486,36
2020-08-03,WINDSOR-ESSEX COUNTY,2268.0,271,1989,72
2020-08-03,YORK REGION,2270.0,62,2966,252
2020-08-04,ALGOMA DISTRICT,2226.0,0,27,0
2020-08-04,BRANT COUNTY,2227.0,8,145,5
2020-08-04,CHATHAM-KENT,2240.0,56,221,1
2020-08-04,CITY OF HAMILTON,2237.0,20,830,45
2020-08-04,CITY OF OTTAWA,2251.0,196,2100,264
2020-08-04,DURHAM REGION,2230.0,26,1612,181
2020-08-04,EASTERN ONTARIO,2258.0,7,162,12
2020-08-04,GREY BRUCE,2233.0,5,107,0
2020-08-04,HALDIMAND-NORFOLK,2234.0,13,400,37
2020-08-04,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,3,191,20
2020-08-04,HALTON REGION,2236.0,12,791,25
2020-08-04,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,1,39,5
2020-08-04,HURON PERTH,5183.0,4,65,5
2020-08-04,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,3,106,0
2020-08-04,LAMBTON COUNTY,2242.0,21,271,25
2020-08-04,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-08-04,MIDDLESEX-LONDON,2244.0,19,603,57
2020-08-04,NIAGARA REGION,2246.0,40,761,64
2020-08-04,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-08-04,NORTHWESTERN,2249.0,1,43,0
2020-08-04,OXFORD ELGIN-ST.THOMAS,4913.0,73,96,5
2020-08-04,PEEL REGION,2253.0,155,6149,315
2020-08-04,PETERBOROUGH COUNTY-CITY,2255.0,4,93,2
2020-08-04,PORCUPINE,2256.0,1,62,8
2020-08-04,RENFREW COUNTY AND DISTRICT,2257.0,0,31,1
2020-08-04,SIMCOE MUSKOKA DISTRICT,2260.0,15,619,35
2020-08-04,SUDBURY AND DISTRICT,2261.0,21,66,2
2020-08-04,THUNDER BAY DISTRICT,2262.0,3,94,1
2020-08-04,TIMISKAMING,2263.0,0,19,0
2020-08-04,TORONTO,3895.0,184,12857,1135
2020-08-04,WATERLOO REGION,2265.0,22,1238,119
2020-08-04,WELLINGTON-DUFFERIN-GUELPH,2266.0,8,488,36
2020-08-04,WINDSOR-ESSEX COUNTY,2268.0,262,2007,72
2020-08-04,YORK REGION,2270.0,62,2971,252
2020-08-05,ALGOMA DISTRICT,2226.0,0,27,0
2020-08-05,BRANT COUNTY,2227.0,8,145,5
2020-08-05,CHATHAM-KENT,2240.0,70,221,1
2020-08-05,CITY OF HAMILTON,2237.0,19,831,45
2020-08-05,CITY OF OTTAWA,2251.0,182,2130,264
2020-08-05,DURHAM REGION,2230.0,21,1617,181
2020-08-05,EASTERN ONTARIO,2258.0,7,162,12
2020-08-05,GREY BRUCE,2233.0,4,108,0
2020-08-05,HALDIMAND-NORFOLK,2234.0,10,403,37
2020-08-05,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,2,192,20
2020-08-05,HALTON REGION,2236.0,13,792,25
2020-08-05,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,1,39,5
2020-08-05,HURON PERTH,5183.0,4,65,5
2020-08-05,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,3,106,0
2020-08-05,LAMBTON COUNTY,2242.0,23,271,25
2020-08-05,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-08-05,MIDDLESEX-LONDON,2244.0,16,607,57
2020-08-05,NIAGARA REGION,2246.0,37,769,64
2020-08-05,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-08-05,NORTHWESTERN,2249.0,1,43,0
2020-08-05,OXFORD ELGIN-ST.THOMAS,4913.0,74,99,5
2020-08-05,PEEL REGION,2253.0,148,6167,315
2020-08-05,PETERBOROUGH COUNTY-CITY,2255.0,3,94,2
2020-08-05,PORCUPINE,2256.0,0,63,8
2020-08-05,RENFREW COUNTY AND DISTRICT,2257.0,0,31,1
2020-08-05,SIMCOE MUSKOKA DISTRICT,2260.0,11,623,35
2020-08-05,SUDBURY AND DISTRICT,2261.0,19,68,2
2020-08-05,THUNDER BAY DISTRICT,2262.0,3,94,1
2020-08-05,TIMISKAMING,2263.0,0,19,0
2020-08-05,TORONTO,3895.0,176,12883,1135
2020-08-05,WATERLOO REGION,2265.0,20,1240,119
2020-08-05,WELLINGTON-DUFFERIN-GUELPH,2266.0,7,490,36
2020-08-05,WINDSOR-ESSEX COUNTY,2268.0,236,2035,72
2020-08-05,YORK REGION,2270.0,67,2976,252
2020-08-06,ALGOMA DISTRICT,2226.0,0,27,0
2020-08-06,BRANT COUNTY,2227.0,9,144,5
2020-08-06,CHATHAM-KENT,2240.0,73,227,2
2020-08-06,CITY OF HAMILTON,2237.0,19,833,45
2020-08-06,CITY OF OTTAWA,2251.0,175,2156,264
2020-08-06,DURHAM REGION,2230.0,22,1618,181
2020-08-06,EASTERN ONTARIO,2258.0,6,163,12
2020-08-06,GREY BRUCE,2233.0,3,109,0
2020-08-06,HALDIMAND-NORFOLK,2234.0,8,406,37
2020-08-06,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,3,192,20
2020-08-06,HALTON REGION,2236.0,9,797,25
2020-08-06,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,1,39,5
2020-08-06,HURON PERTH,5183.0,4,66,5
2020-08-06,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,2,107,0
2020-08-06,LAMBTON COUNTY,2242.0,18,275,25
2020-08-06,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-07-19,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,0,39,5
2020-07-19,HURON PERTH,5183.0,4,54,5
2020-07-19,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,1,105,0
2020-07-19,LAMBTON COUNTY,2242.0,3,261,25
2020-07-19,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,1,302,52
2020-07-19,MIDDLESEX-LONDON,2244.0,13,575,57
2020-07-19,NIAGARA REGION,2246.0,27,707,64
2020-07-19,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-19,NORTHWESTERN,2249.0,0,42,0
2020-07-19,OXFORD ELGIN-ST.THOMAS,4913.0,6,79,5
2020-07-19,PEEL REGION,2253.0,307,5704,314
2020-07-19,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-19,PORCUPINE,2256.0,1,60,8
2020-07-19,RENFREW COUNTY AND DISTRICT,2257.0,0,28,1
2020-07-19,SIMCOE MUSKOKA DISTRICT,2260.0,28,576,34
2020-07-19,SUDBURY AND DISTRICT,2261.0,0,65,2
2020-07-19,THUNDER BAY DISTRICT,2262.0,1,91,1
2020-07-19,TIMISKAMING,2263.0,0,18,0
2020-07-19,TORONTO,3895.0,407,12358,1111
2020-07-19,WATERLOO REGION,2265.0,26,1196,119
2020-07-19,WELLINGTON-DUFFERIN-GUELPH,2266.0,14,460,36
2020-07-19,WINDSOR-ESSEX COUNTY,2268.0,259,1620,70
2020-07-19,YORK REGION,2270.0,115,2815,251
2020-07-20,ALGOMA DISTRICT,2226.0,2,25,0
2020-07-20,BRANT COUNTY,2227.0,7,134,5
2020-07-20,CHATHAM-KENT,2240.0,16,162,1
2020-07-20,CITY OF HAMILTON,2237.0,17,811,44
2020-07-20,CITY OF OTTAWA,2251.0,115,1866,263
2020-07-20,DURHAM REGION,2230.0,49,1551,181
2020-07-20,EASTERN ONTARIO,2258.0,8,152,12
2020-07-20,GREY BRUCE,2233.0,1,107,0
2020-07-20,HALDIMAND-NORFOLK,2234.0,2,394,37
2020-07-20,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,5,183,20
2020-07-20,HALTON REGION,2236.0,23,760,25
2020-07-20,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,0,39,5
2020-07-20,HURON PERTH,5183.0,3,55,5
2020-07-20,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,1,105,0
2020-07-20,LAMBTON COUNTY,2242.0,4,261,25
2020-07-20,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,1,302,52
2020-07-20,MIDDLESEX-LONDON,2244.0,10,579,57
2020-07-20,NIAGARA REGION,2246.0,29,707,64
2020-07-20,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-20,NORTHWESTERN,2249.0,1,42,0
2020-07-20,OXFORD ELGIN-ST.THOMAS,4913.0,6,79,5
2020-07-20,PEEL REGION,2253.0,311,5735,314
2020-07-20,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-20,PORCUPINE,2256.0,1,60,8
2020-07-20,RENFREW COUNTY AND DISTRICT,2257.0,0,28,1
2020-07-20,SIMCOE MUSKOKA DISTRICT,2260.0,28,577,34
2020-07-20,SUDBURY AND DISTRICT,2261.0,0,65,2
2020-07-20,THUNDER BAY DISTRICT,2262.0,1,91,1
2020-07-20,TIMISKAMING,2263.0,0,18,0
2020-07-20,TORONTO,3895.0,404,12387,1111
2020-07-20,WATERLOO REGION,2265.0,27,1199,119
2020-07-20,WELLINGTON-DUFFERIN-GUELPH,2266.0,18,460,36
2020-07-20,WINDSOR-ESSEX COUNTY,2268.0,273,1627,70
2020-07-20,YORK REGION,2270.0,111,2825,252
2020-07-21,ALGOMA DISTRICT,2226.0,2,25,0
2020-07-21,BRANT COUNTY,2227.0,5,136,5
2020-07-21,CHATHAM-KENT,2240.0,24,163,1
2020-07-21,CITY OF HAMILTON,2237.0,21,812,44
2020-07-21,CITY OF OTTAWA,2251.0,157,1867,263
2020-07-21,DURHAM REGION,2230.0,44,1560,181
2020-07-21,EASTERN ONTARIO,2258.0,9,152,12
2020-07-21,GREY BRUCE,2233.0,0,107,0
2020-07-21,HALDIMAND-NORFOLK,2234.0,2,394,37
2020-07-21,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,6,183,20
2020-07-21,HALTON REGION,2236.0,23,762,25
2020-07-21,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,0,39,5
2020-07-21,HURON PERTH,5183.0,4,55,5
2020-07-21,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,1,105,0
2020-07-21,LAMBTON COUNTY,2242.0,6,261,25
2020-07-21,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,304,52
2020-07-21,MIDDLESEX-LONDON,2244.0,10,579,57
2020-07-21,NIAGARA REGION,2246.0,27,712,64
2020-07-21,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-21,NORTHWESTERN,2249.0,0,42,0
2020-07-21,OXFORD ELGIN-ST.THOMAS,4913.0,8,79,5
2020-07-21,PEEL REGION,2253.0,346,5757,314
2020-07-21,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-21,PORCUPINE,2256.0,1,60,8
2020-07-21,RENFREW COUNTY AND DISTRICT,2257.0,0,28,1
2020-07-21,SIMCOE MUSKOKA DISTRICT,2260.0,29,579,34
2020-07-21,SUDBURY AND DISTRICT,2261.0,1,65,2
2020-07-21,THUNDER BAY DISTRICT,2262.0,1,91,1
2020-07-21,TIMISKAMING,2263.0,0,18,0
2020-07-21,TORONTO,3895.0,408,12411,1113
2020-07-21,WATERLOO REGION,2265.0,30,1201,119
2020-07-21,WELLINGTON-DUFFERIN-GUELPH,2266.0,18,461,36
2020-07-21,WINDSOR-ESSEX COUNTY,2268.0,286,1638,70
2020-07-21,YORK REGION,2270.0,115,2832,251
2020-07-22,ALGOMA DISTRICT,2226.0,1,26,0
2020-07-22,BRANT COUNTY,2227.0,5,136,5
2020-07-22,CHATHAM-KENT,2240.0,33,163,1
2020-07-22,CITY OF HAMILTON,2237.0,18,815,44
2020-07-22,CITY OF OTTAWA,2251.0,182,1875,263
2020-07-22,DURHAM REGION,2230.0,35,1571,181
2020-07-22,EASTERN ONTARIO,2258.0,8,154,12
2020-07-22,GREY BRUCE,2233.0,0,107,0
2020-07-22,HALDIMAND-NORFOLK,2234.0,2,394,37
2020-07-22,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,6,184,20
2020-07-22,HALTON REGION,2236.0,21,767,25
2020-07-22,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,0,39,5
2020-07-22,HURON PERTH,5183.0,4,55,5
2020-07-22,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,1,105,0
2020-07-22,LAMBTON COUNTY,2242.0,5,262,25
2020-07-22,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-07-22,MIDDLESEX-LONDON,2244.0,9,581,57
2020-07-22,NIAGARA REGION,2246.0,28,713,64
2020-07-22,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-22,NORTHWESTERN,2249.0,0,42,0
2020-07-22,OXFORD ELGIN-ST.THOMAS,4913.0,8,80,5
2020-07-22,PEEL REGION,2253.0,343,5785,314
2020-07-22,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-22,PORCUPINE,2256.0,0,61,8
2020-07-22,RENFREW COUNTY AND DISTRICT,2257.0,0,28,1
2020-07-22,SIMCOE MUSKOKA DISTRICT,2260.0,29,582,34
2020-07-22,SUDBURY AND DISTRICT,2261.0,1,65,2
2020-07-22,THUNDER BAY DISTRICT,2262.0,0,92,1
2020-07-22,TIMISKAMING,2263.0,0,18,0
2020-07-22,TORONTO,3895.0,368,12477,1115
2020-07-22,WATERLOO REGION,2265.0,30,1204,119
2020-07-22,WELLINGTON-DUFFERIN-GUELPH,2266.0,20,463,36
2020-07-22,WINDSOR-ESSEX COUNTY,2268.0,263,1700,70
2020-07-22,YORK REGION,2270.0,120,2838,251
2020-07-23,ALGOMA DISTRICT,2226.0,0,27,0
2020-07-23,BRANT COUNTY,2227.0,3,138,5
2020-07-23,CHATHAM-KENT,2240.0,37,165,1
2020-07-23,CITY OF HAMILTON,2237.0,14,816,44
2020-07-23,CITY OF OTTAWA,2251.0,192,1879,263
2020-07-23,DURHAM REGION,2230.0,32,1576,181
2020-07-23,EASTERN ONTARIO,2258.0,8,154,12
2020-07-23,GREY BRUCE,2233.0,0,107,0
2020-07-23,HALDIMAND-NORFOLK,2234.0,2,394,37
2020-07-23,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,7,184,20
2020-07-23,HALTON REGION,2236.0,19,769,25
2020-07-23,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,0,39,5
2020-07-23,HURON PERTH,5183.0,4,55,5
2020-07-23,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,1,105,0
2020-07-23,LAMBTON COUNTY,2242.0,5,262,25
2020-07-23,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-07-23,MIDDLESEX-LONDON,2244.0,11,582,57
2020-07-23,NIAGARA REGION,2246.0,35,716,64
2020-07-23,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-23,NORTHWESTERN,2249.0,0,42,0
2020-07-23,OXFORD ELGIN-ST.THOMAS,4913.0,9,82,5
2020-07-23,PEEL REGION,2253.0,331,5812,314
2020-07-23,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-23,PORCUPINE,2256.0,0,61,8
2020-07-23,RENFREW COUNTY AND DISTRICT,2257.0,0,28,1
2020-07-23,SIMCOE MUSKOKA DISTRICT,2260.0,29,583,34
2020-07-23,SUDBURY AND DISTRICT,2261.0,1,65,2
2020-07-23,THUNDER BAY DISTRICT,2262.0,0,92,1
2020-07-23,TIMISKAMING,2263.0,0,18,0
2020-07-23,TORONTO,3895.0,352,12517,1115
2020-07-23,WATERLOO REGION,2265.0,22,1210,119
2020-07-23,WELLINGTON-DUFFERIN-GUELPH,2266.0,22,463,36
2020-07-23,WINDSOR-ESSEX COUNTY,2268.0,253,1733,70
2020-07-23,YORK REGION,2270.0,103,2859,251
2020-07-24,ALGOMA DISTRICT,2226.0,0,27,0
2020-07-24,BRANT COUNTY,2227.0,2,140,5
2020-07-24,CHATHAM-KENT,2240.0,40,175,1
2020-07-24,CITY OF HAMILTON,2237.0,14,816,44
2020-07-24,CITY OF OTTAWA,2251.0,206,1892,263
2020-07-24,DURHAM REGION,2230.0,34,1578,181
2020-07-24,EASTERN ONTARIO,2258.0,8,154,12
2020-07-24,GREY BRUCE,2233.0,4,107,0
2020-07-24,HALDIMAND-NORFOLK,2234.0,6,394,37
2020-07-24,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,6,185,20
2020-07-24,HALTON REGION,2236.0,20,771,25
2020-07-24,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,0,39,5
2020-07-24,HURON PERTH,5183.0,2,57,5
2020-07-24,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,1,105,0
2020-07-24,LAMBTON COUNTY,2242.0,5,262,25
2020-07-24,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-07-24,MIDDLESEX-LONDON,2244.0,13,582,57
2020-07-24,NIAGARA REGION,2246.0,33,719,64
2020-07-24,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-24,NORTHWESTERN,2249.0,0,42,0
2020-07-24,OXFORD ELGIN-ST.THOMAS,4913.0,9,83,5
2020-07-24,PEEL REGION,2253.0,319,5842,314
2020-07-24,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-24,PORCUPINE,2256.0,1,61,8
2020-07-24,RENFREW COUNTY AND DISTRICT,2257.0,0,28,1
2020-07-24,SIMCOE MUSKOKA DISTRICT,2260.0,34,585,34
2020-07-24,SUDBURY AND DISTRICT,2261.0,2,65,2
2020-07-24,THUNDER BAY DISTRICT,2262.0,0,92,1
2020-07-24,TIMISKAMING,2263.0,0,18,0
2020-07-24,TORONTO,3895.0,341,12555,1119
2020-07-24,WATERLOO REGION,2265.0,25,1216,119
2020-07-24,WELLINGTON-DUFFERIN-GUELPH,2266.0,25,463,36
2020-07-24,WINDSOR-ESSEX COUNTY,2268.0,296,1747,70
2020-07-24,YORK REGION,2270.0,101,2870,250
2020-07-25,ALGOMA DISTRICT,2226.0,0,27,0
2020-07-25,BRANT COUNTY,2227.0,2,140,5
2020-07-25,CHATHAM-KENT,2240.0,38,180,1
2020-07-25,CITY OF HAMILTON,2237.0,14,817,44
2020-07-25,CITY OF OTTAWA,2251.0,231,1895,263
2020-07-25,DURHAM REGION,2230.0,28,1585,181
2020-07-25,EASTERN ONTARIO,2258.0,9,154,12
2020-07-25,GREY BRUCE,2233.0,2,109,0
2020-07-25,HALDIMAND-NORFOLK,2234.0,5,395,37
2020-07-25,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,5,186,20
2020-07-25,HALTON REGION,2236.0,23,774,25
2020-07-25,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,0,39,5
2020-07-25,HURON PERTH,5183.0,1,58,5
2020-07-25,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,4,105,0
2020-07-25,LAMBTON COUNTY,2242.0,5,262,25
2020-07-25,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-07-25,MIDDLESEX-LONDON,2244.0,19,583,57
2020-07-25,NIAGARA REGION,2246.0,37,722,64
2020-07-25,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-25,NORTHWESTERN,2249.0,1,42,0
2020-07-25,OXFORD ELGIN-ST.THOMAS,4913.0,12,83,5
2020-07-25,PEEL REGION,2253.0,311,5862,314
2020-07-25,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-25,PORCUPINE,2256.0,1,61,8
2020-07-25,RENFREW COUNTY AND DISTRICT,2257.0,0,28,1
2020-07-25,SIMCOE MUSKOKA DISTRICT,2260.0,30,591,34
2020-07-25,SUDBURY AND DISTRICT,2261.0,2,65,2
2020-07-25,THUNDER BAY DISTRICT,2262.0,0,92,1
2020-07-25,TIMISKAMING,2263.0,0,18,0
2020-07-25,TORONTO,3895.0,317,12601,1120
2020-07-25,WATERLOO REGION,2265.0,20,1222,119
2020-07-25,WELLINGTON-DUFFERIN-GUELPH,2266.0,23,466,36
2020-07-25,WINDSOR-ESSEX COUNTY,2268.0,315,1761,70
2020-07-25,YORK REGION,2270.0,89,2887,250
2020-07-26,ALGOMA DISTRICT,2226.0,0,27,0
2020-07-26,BRANT COUNTY,2227.0,4,140,5
2020-07-26,CHATHAM-KENT,2240.0,34,184,1
2020-07-26,CITY OF HAMILTON,2237.0,15,818,44
2020-07-26,CITY OF OTTAWA,2251.0,242,1910,263
2020-07-26,DURHAM REGION,2230.0,25,1589,181
2020-07-26,EASTERN ONTARIO,2258.0,9,154,12
2020-07-26,GREY BRUCE,2233.0,4,109,0
2020-07-26,HALDIMAND-NORFOLK,2234.0,6,395,37
2020-07-26,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,6,186,20
2020-07-26,HALTON REGION,2236.0,23,774,25
2020-07-26,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,1,39,5
2020-07-26,HURON PERTH,5183.0,3,58,5
2020-07-26,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,4,105,0
2020-07-26,LAMBTON COUNTY,2242.0,6,262,25
2020-07-26,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-07-26,MIDDLESEX-LONDON,2244.0,22,584,57
2020-07-26,NIAGARA REGION,2246.0,36,722,64
2020-07-26,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-26,NORTHWESTERN,2249.0,1,42,0
2020-07-26,OXFORD ELGIN-ST.THOMAS,4913.0,16,83,5
2020-07-26,PEEL REGION,2253.0,291,5894,314
2020-07-26,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-26,PORCUPINE,2256.0,1,61,8
2020-07-26,RENFREW COUNTY AND DISTRICT,2257.0,1,28,1
2020-07-26,SIMCOE MUSKOKA DISTRICT,2260.0,32,591,34
2020-07-26,SUDBURY AND DISTRICT,2261.0,4,65,2
2020-07-26,THUNDER BAY DISTRICT,2262.0,0,92,1
2020-07-26,TIMISKAMING,2263.0,0,18,0
2020-07-26,TORONTO,3895.0,324,12629,1124
2020-07-26,WATERLOO REGION,2265.0,22,1226,119
2020-07-26,WELLINGTON-DUFFERIN-GUELPH,2266.0,21,468,36
2020-07-26,WINDSOR-ESSEX COUNTY,2268.0,328,1773,70
2020-07-26,YORK REGION,2270.0,77,2903,250
2020-07-27,ALGOMA DISTRICT,2226.0,0,27,0
2020-07-27,BRANT COUNTY,2227.0,4,140,5
2020-07-27,CHATHAM-KENT,2240.0,36,188,1
2020-07-27,CITY OF HAMILTON,2237.0,16,818,45
2020-07-27,CITY OF OTTAWA,2251.0,263,1917,263
2020-07-27,DURHAM REGION,2230.0,22,1592,181
2020-07-27,EASTERN ONTARIO,2258.0,7,157,12
2020-07-27,GREY BRUCE,2233.0,4,109,0
2020-07-27,HALDIMAND-NORFOLK,2234.0,7,395,37
2020-07-27,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,7,186,20
2020-07-27,HALTON REGION,2236.0,22,777,25
2020-07-27,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,1,39,5
2020-07-27,HURON PERTH,5183.0,3,58,5
2020-07-27,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,4,105,0
2020-07-27,LAMBTON COUNTY,2242.0,8,262,25
2020-07-27,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,0,303,52
2020-07-27,MIDDLESEX-LONDON,2244.0,23,584,57
2020-07-27,NIAGARA REGION,2246.0,40,722,64
2020-07-27,NORTH BAY PARRY SOUND DISTRICT,2247.0,0,34,1
2020-07-27,NORTHWESTERN,2249.0,2,42,0
2020-07-27,OXFORD ELGIN-ST.THOMAS,4913.0,16,84,5
2020-07-27,PEEL REGION,2253.0,271,5918,314
2020-07-27,PETERBOROUGH COUNTY-CITY,2255.0,0,93,2
2020-07-27,PORCUPINE,2256.0,1,61,8
2020-07-27,RENFREW COUNTY AND DISTRICT,2257.0,2,28,1
2020-07-27,SIMCOE MUSKOKA DISTRICT,2260.0,29,594,34
2020-07-27,SUDBURY AND DISTRICT,2261.0,4,65,2
2020-07-27,THUNDER BAY DISTRICT,2262.0,0,92,1
2020-07-27,TIMISKAMING,2263.0,0,18,0
2020-07-27,TORONTO,3895.0,314,12659,1124
2020-07-27,WATERLOO REGION,2265.0,20,1228,119
2020-07-27,WELLINGTON-DUFFERIN-GUELPH,2266.0,22,468,36
2020-07-27,WINDSOR-ESSEX COUNTY,2268.0,348,1793,70
2020-07-27,YORK REGION,2270.0,78,2905,250
2020-07-28,ALGOMA DISTRICT,2226.0,0,27,0
